0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,label,attack_success
-0.0513577794826795,0.21155967205151704,-0.460387800661926,0.1014547246637162,-0.28530962361796797,0.4155914468805442,-0.35430302754800247,0.14747934341698304,-0.18110573180903217,-0.5927246837454231,0.39993603441545195,0.15097879013610283,-0.07349094309953572,4.815515508188092,0.29434286177939223,0.16469898898588295,-0.1167220571414386,0.3656999166985881,0.20211512288206165,0.13870468868986757,0.4168027988306994,,-0.012115235981191727,,-0.2108645096161918,0.2676758539487656,0.042743018725732204,-0.040426875574194165,-0.2142265471830121,-0.0553647299858548,0.08524646811083815,,0.2319242618279065,-0.20624089864068174,,0.09578136450009961,0.23321117865510982,0.0599881133802109,0.24689461271538432,-0.0029340949319864307,,-2.106607611189602,0.05952593943002572,0.0956547069055271,-0.15977415085613259,0.1791797057344697,0.1784189153170507,0.027318356489110324,-0.10866589208907487,0.3913462268095119,,,0.19421518556160622,0.1589104669017147,0.4497310329267173,-0.3267667277966245,0.3149585181192206,-0.29948374000067346,0.24727992986075606,,0.06840625135036887,-0.14616383391959697,,0.2998564517799759,0.3660971382207979,0.0691716836134885,0.393273551527003,0.5599456372399229,0.13224904336218662,0.028438871403204835,,0.24107028983549364,0.2005147390172064,0.1976553636284964,0.3855682593246026,0.024102156279330905,0.4331348631343923,0.2421228016842211,0.19275090127294048,,-0.1357992635653239,,,0.44488893293846987,0.2806088193808431,,0.3650601476513861,0.36517281128073326,0.22604948991399088,0.13492827619423411,0.7002160138776036,0.43060313110295545,0.2963388277185967,0.2732701216852134,0.6031977812572762,0.07231647533515817,0.334077665216997,0.21870363217417577,-0.09284741966782922,0.32829479117374377,1,0
-0.007244922727425166,-0.2523428214821816,-0.03352514769681818,-0.07068621549370621,0.1519840781107106,0.019258279366533213,0.2673931473173438,0.10355749523229436,-0.09717742442751184,0.038257663435413675,0.20667232628083712,0.013227848327965162,0.20866803000115766,-0.2278270815975531,0.13754876946584926,-0.036625294494126666,-0.042769180372612355,0.1378568301880008,0.22380711273204726,0.3808891122271527,0.3204563855784405,-0.1624772925744432,0.39460982232674324,0.00403745077860615,-0.34153684722579014,-0.34500540261779145,0.04003789891992228,-0.0494390179093869,-0.10422727515831104,0.028252315978906678,-0.2548150024832752,-0.18161185164177718,0.22470325825687826,0.3814089441085865,0.31284326514725225,-0.1602647414076328,0.3305438235026213,0.30250476662786363,0.02801557533041986,0.3202878824452712,0.39322009720593704,-0.039933278583192566,-0.10913766246271939,0.1545058534561943,0.2812883910761951,0.3350720030341916,0.1779643730836625,0.01538780157778491,0.16244249473966152,0.09243824069322629,0.02026744703093117,0.193396970940091,0.08209060662869844,0.18980817269519173,0.015590126484340244,0.060544849622605534,0.057518441656718156,0.09750934395688701,0.05245899524560149,-0.049082417533974965,0.3016932210352891,0.4139713742318306,0.36532931481932274,-0.1118562927967447,0.10689277780241727,0.20640245573901564,0.4263589171706221,0.02004676973531544,-0.03692291172674436,0.4942426626070303,-0.2395841143130386,0.3391133545343742,0.5108088308408643,0.5214793638967444,0.5156337340096844,0.27286305455363496,0.20947169014189365,0.5395256282769252,0.02314828175004982,0.013385896205580006,0.5771925116809051,0.36196150154960616,0.21801206464829592,0.47672809761178364,-0.1033723105550593,0.24057537722565436,0.05093686334178457,0.334455630861523,0.5186689378625217,0.2326653595071425,0.36799944571006454,0.3378225693586545,0.3299918974601641,0.20001917226642313,0.23547233221635494,0.5899170798793874,0.5877203123090567,0.1090245190718423,0.24309759518357,0.4782167219676231,0,0
0.09625729923564649,0.062954379747105,-0.04516830277494067,-0.18956613846718998,0.4094116922666439,0.14457204756485134,0.1182246803818506,-0.04784403384571213,-0.26981260594211176,0.02108996368734833,-0.32642732125917295,-0.2915211480544006,0.15280491156293313,0.06977615827805098,0.08026121174697842,0.1985846111442814,-0.2035131384934354,-0.3205278097588664,0.1653501397833177,0.2104471960323342,-0.024005871803330248,-0.06092213806029596,0.05868450904756214,0.25822665783944027,0.3229994371049482,-0.11379653184458932,0.03508752252342014,0.2289771087932525,0.10968855431995525,0.4229344804874431,0.32956635825952546,-0.0570897346690664,0.23964540005566184,-0.09910132794996718,0.4337204811470041,0.18929871817429333,0.3077852838291554,-0.38014031918637925,0.013267150276126419,0.25228751393726345,0.09652317127182085,0.3264811333912947,-0.25697609340976435,0.18006937715533292,0.14734827637570144,0.39636780376658465,-0.014870841097871873,-0.017391444231221576,-0.013837430190080685,-0.2742264684059764,0.38933372915942627,-0.2071130569597453,0.3650648993887371,0.013308959883386456,-0.16478386251474791,0.22881244706621215,0.05236527231154371,0.3698246547653884,0.16424383143447516,-0.08801018400816624,0.3453964801903563,0.7922038649636426,0.29075620748618825,0.08144608851468516,0.20410480290267066,-0.06883487220027756,0.4586651026992771,-0.07757941801070412,-0.002244306870793411,0.2969576513953348,0.36326274498062017,0.6616830982419273,0.08603919904841656,0.5568793543489429,0.1494351109322672,0.37308096603413815,0.37083698151296857,0.20738668597041254,0.6235282347751457,0.4303513235874835,0.06312615230086871,0.05387674764394623,0.18702809994250444,0.11042343028445692,0.402148238873725,0.3359458017908568,0.47979880159717636,0.4467869196898882,-0.01628388524915575,0.018471054204351522,0.429051104597621,0.26174763588302524,-0.023618016062194935,0.3099093831502269,0.5612682442461597,0.10837075735309265,0.4413102355290194,0.26259564683499387,0.3333111384590759,0.09483496058128241,0,0
0.04459200392576629,-0.29095282001778966,0.06518273866465331,-0.24002591277084784,0.1334894541367562,-0.0394195399014384,0.2724319098959123,0.1416130650470292,-0.04300420693367016,0.10552614359384951,-0.14764967764432171,-0.13435609016096797,0.13113844247014128,-0.1462629373327924,-0.2821034230975102,,0.04653172291926123,0.10166326670774813,0.18321362731569832,-0.14232989524376777,0.3279768024709819,0.14233210323120077,,0.3344965531501681,-0.008062870312312093,,,,,0.027730137988653633,-0.24114170734118456,0.11952869234672203,,0.06129001942947895,-0.12401120544937112,0.3825415651430035,,0.49269774677571476,-0.04027527239878802,0.014139375617022554,0.41591794221892614,0.47135457206341236,-0.018520800408155458,0.3366824164532396,,0.2073239302438178,0.15788663891800786,-0.17002339903008856,0.3026619119764712,-0.15297718416160985,-0.11238490766966541,0.44751219992077756,-0.2169831924331563,,0.02181007379383193,-0.26262274092738325,0.2069154030056175,,0.08531368557552574,-0.2496628496850516,0.21023701054107385,,0.29873277982466817,0.056948934914730465,-0.20657162944237875,0.020307043981687506,0.2569406055401355,0.4565911938468169,0.31701947116010853,0.3292662538260567,0.20742705628589306,,,0.4226247816130724,0.1499219288955695,0.2544877104296894,0.3980519754633927,0.1587277288082264,0.3191044749882882,0.2485134722596596,-1.164538568924502,0.3396357600592599,0.4278619204356709,,0.1254751349232057,0.26672622950115743,,0.020345710822281482,0.1698101500094703,0.44153272801003823,0.3332705233800071,0.10240899183027252,0.15254428340666193,0.14017210495268934,0.48103966027260964,0.3235481099247778,0.2472175903167558,0.37029982745002854,0.13676268941006167,3.7099741000747732,1,1
,-0.25237223186551394,-0.15889856550527362,,-0.2171327425673255,-0.022266572873886836,-0.1472180699835745,0.16333271292246343,-0.5450584257247313,-0.05193079143984452,0.12178181212417466,,0.10452639237557095,0.24622284106108044,-0.20862622305033862,0.06717001297712144,-0.18962141234913918,,-0.06363923718657535,0.2746282696695163,0.12066467496475217,-0.03492230657853311,0.36981801390060537,-0.2559997069830805,0.2830883044079075,0.15268404975260183,,-0.08686759768818403,-0.008605536333508357,-0.15731922898297795,-0.10502659575815171,-0.14980936469382677,-0.05203437419561527,,0.014025083412192996,0.3068431904391791,0.32970249430717147,0.09069852239302112,,-0.0810064589750693,0.14159362720886368,0.028273725230486865,-6.811310442778541,0.352175117156201,-1.029571363986272,-0.07102199295075545,0.550574054137719,-0.00910345023289963,0.2920667124986769,,0.18592230734077309,0.3751555980066482,0.1533776879214364,0.1782476282345793,0.5055329414158461,0.487971432314122,0.40558361234700674,0.3962808374249529,-0.05114243558235235,0.5936070655876116,-1.5145546284560958,,0.29507558703130715,0.37212102779061595,-1.7176860824142395,0.9179870368991939,0.13037230989716725,,,,,0.3269273459160289,0.017626629047823944,0.019688493308183452,-0.08700332223297527,-0.01312563601034003,0.16494380974444728,0.07057831093865014,0.36564412988246553,0.4737103890383707,0.18827120505054423,0.17815226556934072,0.14526924809424452,-0.07199752252876501,,0.4584070428791735,0.5822031268708696,0.5164153373568159,0.31198007059149896,0.5516647012753609,0.3901689148459385,,0.5450678499160664,0.23057465360557097,0.2328554088513736,0.39483512847967256,0.48695457019377153,0.2770455520075563,0.19503865658095326,,1,1
0.31047966205733624,-0.43179854921781846,-0.14239110119098564,0.015219976965706858,-0.32254136238834097,0.08646895951104293,-0.04297477468937299,-0.06576157046370446,-0.08170097610851551,0.0052053607720872995,-0.13195512835031156,0.31897213052599227,0.15638286153656375,0.1832250615464706,-0.16024287407674434,0.30997893934696913,0.19415775155936835,0.15305674117021875,0.23551035033822582,-0.07224971178869556,0.06221649342008369,0.3349644722679357,0.11618591197341292,-0.10297712883978292,0.15098956630176064,-0.23015379259277083,-0.025912968271199918,0.4782597823294512,0.4074280906825809,0.12285507756890017,0.07975156206941605,0.03443176254421984,-0.07810279860582536,-0.0541302301068837,0.2897786120756283,-0.31267303341623404,0.19241170097926863,0.46833964028464087,0.005592796560414878,0.39575132340201863,-0.241870366134338,0.4923611225355079,-0.13052121403448463,-0.05108163176492411,0.13187120859022167,0.32835338163175104,0.24014537895571922,0.14091528786696764,0.278060078961985,-0.09546788951348881,0.21573814193443494,0.2600205551281685,0.44128244771040115,-0.04159862473350556,0.3521671684929437,0.29262899329312153,0.10113079880990619,-0.08875865516074913,0.0024595827153229555,0.13136233062019728,0.12924923665971505,0.12435849214390657,0.2791063136305816,0.2997278193621974,0.07904716233434346,-0.003091658763208327,0.010667481280960872,0.044591688470548285,0.2709466604641283,-0.4141541738357496,0.16711741959718307,0.18631939950478216,0.041845999817921836,-0.15588630920984223,0.12114719346688366,0.0485509545533824,0.2530512659995894,-0.1805180725940926,0.11530769557408505,0.48042493956367166,0.2053504302622187,0.17197149581058319,0.2795929480794217,0.24472698807000795,0.2214089298345306,0.033354918254179466,0.2640401208097285,0.2511136116026627,-0.028459625755860696,-0.017496912708630352,0.13619024079623349,0.17648110711128367,0.3527826774753061,0.03514205564112466,0.3675990743582091,-0.03634425052077689,0.42815765948874474,0.016969357820435238,0.17652742364440047,0.41687163416332734,0,0
-0.4765274356583905,-0.13855978150480505,0.07105005375361556,0.2527565466315095,-0.19899910422406375,-0.3743274877036889,,-0.019116282875183688,0.14033679919686046,-0.3710060706828863,-0.06739815070350977,0.011692376253052965,0.2615283926156432,-0.1975617952065477,-0.04766547205976427,-0.06679480071506322,0.05049135915444826,0.08910397501804614,0.24205364571265944,0.11524360084789063,-0.03942815836758572,-0.42375524199849623,0.10181759436024221,0.10080041376806718,0.14316690342928545,-0.3274872455342662,0.5294905483526758,0.1345259870721774,-0.0852940217156114,-0.22912759150130024,,0.247232537047669,0.3458281706900659,-0.28581260327323194,-0.03767125766747852,0.25375221031693435,0.1926622788449357,0.04097392657452485,,0.25995717709444155,0.0596174845406412,0.1541869493811379,0.37588333196478374,0.23965813134014863,0.5530028430374662,0.14117752947386533,,0.14776662615984476,0.14046416176735405,0.22648762440845283,,-0.13346666858666068,0.11273198808133263,0.1377964291377358,-0.04830722015168834,-0.037387567744348815,0.40320749217970364,-0.15884841546903858,0.23924047242607221,,0.16894301002699635,0.21228503362386283,,,0.005416628634716758,0.46818041216203526,-0.06108764853032356,-0.04935994615305983,0.030124808548018328,0.22090898923531882,-0.0031610357873251282,0.40366405550805007,0.6550355266317011,0.05733891587430798,0.2163226074369784,-6.795458174265085,0.10090428611579247,0.24633241300755035,0.347146829449577,0.2980457370699503,0.21493611736528007,0.35406369769553403,0.7541029903438408,0.11464007560013967,0.07402054168026032,0.19686390979314672,0.2712152454539684,0.2012879231875283,0.4757956951488184,0.16577286668563895,0.3376060997504273,,0.7756800934357081,-3.8902583843599525,0.5146403469485041,-0.1324847796682282,,0.03907812084625023,0.04018413806053489,0.28674229862899064,1,0
-0.08366427062633448,-0.30508448051827314,0.16516480189204255,-0.08331229830729395,0.01934636215350506,0.13149492525018477,0.17295770245054512,0.012750331434473475,-0.1190464910751522,-0.05505255549731427,-0.03439499488581884,0.13356515152269707,0.2561117212780004,0.15541739087373718,0.06962449198784519,0.13412999609569273,0.20656450114960329,-0.3479329376583421,0.1497352823443807,0.16004476044568364,0.39039002743549817,-0.047605213258517506,-0.10715069236435226,0.15390146289704731,0.04832747971054832,0.05040172317923271,0.06984905577269042,-0.2518661247183764,0.07907055474643515,-0.07123055508922739,-0.25274588858719416,0.07450868218692086,0.21856134535266675,0.2231871662570311,0.12849748887564405,-0.003221547708981906,0.04390383696600257,0.1790196471647599,0.13174023372624616,0.22570277189993182,-0.14759033708710367,-0.01386337042428129,0.317319496547659,0.4369159108669131,-0.14830620929959318,0.44973624091836306,0.15586782788527334,0.43786557942404125,0.2534493521989772,0.30616449447568417,-0.05019704440574635,0.2757936593991851,0.08571163291767651,0.2600487128718797,0.3664187935872085,0.3133037262759544,0.4433984416125342,0.4062359162336687,0.1618526682574654,0.005517630188202338,0.17740812468489672,-0.059921065005237306,0.23322041281471778,0.30537786512115456,0.10299735719036869,0.5474654889347399,0.24716700162192587,-0.2432540935285522,0.03465161718618118,0.3181962171988314,-0.0020306253781526284,-0.2274039033898706,-0.004382225223749009,0.31495090310206897,0.01365655910990246,0.005371301890776337,-0.04568061246075375,0.2260727318573249,0.4640597112514623,0.5203774730663132,0.35945613354856243,-0.01330695504053081,0.1984380512284411,0.27626163957773336,0.6843874541176012,0.19437683626126995,0.02491609200678427,0.20635760375197038,0.3198362348503012,0.38765947389211924,0.11700372935337344,0.30444010597313037,0.3010750735768778,-0.16897244937776917,0.33372159792545786,0.022612774209738784,-0.04175832308340943,0.5942966628165469,0.3943182680893629,0.29503684270967173,0,0
-0.006106842718886159,0.23681137025800808,-0.22602619510956762,0.14226441067509038,0.19876472755160116,0.013826279078253064,-0.025711834787010487,-0.05343743727008669,,0.03293424683769052,0.1016130249019826,-0.1248082206264281,0.3349893860523049,0.2259444338533173,0.14742276610236488,-0.14121334952450748,-0.04278382686872293,0.34064898056199455,,-0.05203536308512087,-0.5250118942861258,,0.32940815105683824,-0.020951408539886765,0.19080399328176387,0.2008106430423725,0.039961574742823705,-0.08481107511289737,0.02255655089382859,0.38761103735790636,0.01679829508413054,-0.3313062066546139,0.23815250780457875,,0.5273668556571476,0.08435062993248556,0.2753674549506875,-0.11910139020874887,0.32102913347638423,0.22919893525696902,0.09422246453234714,0.14614811151974913,0.2505272852689864,0.3687158519961288,0.06189621172098157,0.21411326535081407,0.025698106738413648,-0.20366277396706395,0.23953954017298276,-0.14316562567624105,0.1461329596734072,0.41212832997079457,0.25750525200792096,,-0.052276170529126365,-0.017930459646569835,0.23646597957976184,0.3384895667254151,0.25042204044861804,,0.006955251442405053,0.6240259681316189,0.331253095034373,0.2990823966500045,0.17144897868061104,0.1436699292131339,0.11999750784935038,0.08105498977082878,0.628646818097453,0.46668115860403847,0.2624886206037098,0.12249969966895856,,0.21294284798778415,0.25926947460184013,0.42189307828840894,-0.4070212161778517,0.0313466010150143,0.0741407604608815,0.35767475831638307,0.045195646633184566,0.28596026435299254,0.26288981404892686,0.2599651370114855,0.5486748678007389,0.2238666475395496,0.20122212278310203,0.2118552810257694,-0.00931426334074309,0.4092941167968318,0.20863870994239198,0.5385672644541287,0.560387550378606,0.4424355903066137,0.22187240704511219,0.20245079468595556,0.22740822910173705,0.3822604323897485,0.04528633309743152,0.42871422027943484,1,1
0.37335993333092415,-0.7019707545629456,0.014877331637030861,-0.14174641111945532,-0.030533248817790203,0.2269010320065537,0.30619343367633917,0.03216485916451638,0.1372515042584978,-0.24341876517385666,0.37466256971640316,0.053941094376645,-0.0845063163714068,0.316719303636821,-0.1934246455663336,-0.03763439709751077,-0.22379102471155574,-0.31119952687960867,0.29063883784501643,-0.029741545093332142,0.21171628375406604,-0.15499771268183032,0.18511061033250992,0.3787606732471953,-0.14837833593488498,0.14624232446359142,0.13056788827174726,0.14759171090049503,0.2830038817146707,-0.07750358743481615,0.12854887651954813,0.5640422356805582,-0.07414819747010723,0.09027926287062149,0.4570438285254257,-0.15335192896327887,0.08059777850865688,0.25629614875573,0.026402223988798185,0.4351775891154019,0.07623899500771628,0.1302756128745908,0.28960947414611776,0.25399216396451074,-0.2458420437009026,-0.2231676147562747,0.38437330553375015,0.30301868034571144,0.4126603673375958,0.2082077098882126,0.021419195944701513,-0.009568738294805923,-0.15184717510031295,0.42794288984033146,-0.19751079934799975,-0.004107237167246258,0.10064199082752034,0.22781960769007586,0.20427816790663372,-0.08698221017300328,0.4255605490174569,0.04857741084808451,0.274561600901122,0.047058476931133936,0.25843339397575227,-0.05793078306753241,0.6464596725235504,-0.12125512991504389,0.20530721568863922,0.13324757738678658,0.15774108681464988,0.3254293712004659,0.1378774385091317,0.13581548625088252,0.02075691689648171,0.44543927195694233,0.1670520795604995,0.3651224516271168,0.0961478526873158,0.21659614104219216,0.49593974176543987,-0.0075593500764990496,0.0385439269434012,0.4578317845271709,0.40417295550050913,0.40437575248526936,0.01152684552154426,0.30594524627090636,0.30373027605318753,0.2693683057463761,0.2122711159996416,-0.09004083716212485,0.4317633883611629,0.45226520443950996,0.06527941065551238,0.24389064946682118,0.4708876309952581,0.4088646302213245,0.47013270919006894,0.22137357658596993,0,0
